,date,category,value,label
6486,2018-06-27,General Request - 311CUSTOMERSERVICECENTER,6,0
6487,2018-06-27,General Request - ANIMAL CARE CONTROL,1,0
6488,2018-06-27,General Request - ASSESSOR RECORDER,2,0
6489,2018-06-27,General Request - BUILDING INSPECTION,7,0
6490,2018-06-27,General Request - COUNTY CLERK,10,0
6491,2018-06-27,General Request - DPH,12,0
6492,2018-06-27,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,1,0
6493,2018-06-27,General Request - LIBRARY PUBLIC,1,0
6494,2018-06-27,General Request - MONS,1,0
6495,2018-06-27,General Request - MTA,26,0
6496,2018-06-27,General Request - PUBLIC WORKS,35,0
6497,2018-06-27,General Request - PUC,7,0
6498,2018-06-27,General Request - TT COLLECTOR,2,0
6499,2018-06-27,Graffiti,210,0
6500,2018-06-27,Homeless Concerns,154,0
6501,2018-06-27,Illegal Postings,13,0
6502,2018-06-27,Litter Receptacles,38,0
6503,2018-06-27,MUNI Feedback,90,0
6504,2018-06-27,Noise Report,20,0
6505,2018-06-27,Parking Enforcement,186,0
6506,2018-06-27,Rec and Park Requests,18,0
6507,2018-06-27,Residential Building Request,10,0
6508,2018-06-27,SFHA Requests,6,0
6509,2018-06-27,Sewer Issues,21,0
6510,2018-06-27,Sidewalk or Curb,27,0
6511,2018-06-27,Sign Repair,20,0
6512,2018-06-27,Street Defects,23,0
6513,2018-06-27,Street and Sidewalk Cleaning,552,0
6514,2018-06-27,Streetlights,3,0
6515,2018-06-27,Temporary Sign Request,6,0
6516,2018-06-27,Tree Maintenance,35,0
6517,2018-06-28,311 External Request,2,0
6518,2018-06-28,Abandoned Vehicle,104,0
6519,2018-06-28,Blocked Street or SideWalk,25,0
6520,2018-06-28,Color Curb,5,0
6521,2018-06-28,DPW Volunteer Programs,1,0
6522,2018-06-28,Damaged Property,23,0
6523,2018-06-28,Encampments,276,0
6524,2018-06-28,General Request - 311CUSTOMERSERVICECENTER,6,0
6525,2018-06-28,General Request - ANIMAL CARE CONTROL,3,0
6526,2018-06-28,General Request - ART COMMISSION,1,0
6527,2018-06-28,General Request - ASSESSOR RECORDER,1,0
6528,2018-06-28,General Request - BUILDING INSPECTION,1,0
6529,2018-06-28,General Request - CITY HALL,2,0
6530,2018-06-28,General Request - COUNTY CLERK,4,0
6531,2018-06-28,General Request - DPH,2,0
6532,2018-06-28,General Request - DTIS,1,0
6533,2018-06-28,General Request - MONS,1,0
6534,2018-06-28,General Request - MTA,24,0
6535,2018-06-28,General Request - PUBLIC WORKS,49,0
6536,2018-06-28,General Request - PUC,6,0
6537,2018-06-28,General Request - SHERIFF,1,0
6538,2018-06-28,General Request - TT COLLECTOR,5,0
6539,2018-06-28,Graffiti,231,0
6540,2018-06-28,Homeless Concerns,70,0
6541,2018-06-28,Illegal Postings,15,0
6542,2018-06-28,Litter Receptacles,39,0
6543,2018-06-28,MUNI Feedback,95,0
6544,2018-06-28,Noise Report,32,0
6545,2018-06-28,Parking Enforcement,133,0
6546,2018-06-28,Rec and Park Requests,13,0
6547,2018-06-28,Residential Building Request,7,0
6548,2018-06-28,SFHA Requests,1,0
6549,2018-06-28,Sewer Issues,29,0
6550,2018-06-28,Sidewalk or Curb,33,0
6551,2018-06-28,Sign Repair,16,0
6552,2018-06-28,Street Defects,34,0
6553,2018-06-28,Street and Sidewalk Cleaning,569,0
6554,2018-06-28,Streetlights,24,0
6555,2018-06-28,Temporary Sign Request,5,0
6556,2018-06-28,Tree Maintenance,49,0
6557,2018-06-29,311 External Request,3,0
6558,2018-06-29,Abandoned Vehicle,102,0
6559,2018-06-29,Blocked Street or SideWalk,10,0
6560,2018-06-29,Color Curb,4,0
6561,2018-06-29,DPW Volunteer Programs,1,0
6562,2018-06-29,Damaged Property,31,0
6563,2018-06-29,Encampments,273,0
6564,2018-06-29,General Request - 311CUSTOMERSERVICECENTER,5,0
6565,2018-06-29,General Request - ANIMAL CARE CONTROL,5,0
6566,2018-06-29,General Request - ASSESSOR RECORDER,5,0
6567,2018-06-29,General Request - BUILDING INSPECTION,2,0
6568,2018-06-29,General Request - COUNTY CLERK,7,0
6569,2018-06-29,General Request - DPH,7,0
6570,2018-06-29,General Request - DTIS,1,0
6571,2018-06-29,General Request - MONS,1,0
6572,2018-06-29,General Request - MTA,32,0
6573,2018-06-29,General Request - PLANNING,2,0
6574,2018-06-29,General Request - PORT AUTHORITY,1,0
6575,2018-06-29,General Request - PUBLIC WORKS,47,0
6576,2018-06-29,General Request - PUC,7,0
6577,2018-06-29,General Request - TT COLLECTOR,3,0
6578,2018-06-29,Graffiti,173,0
6579,2018-06-29,Homeless Concerns,69,0
6580,2018-06-29,Illegal Postings,12,0
6581,2018-06-29,Litter Receptacles,32,0
6582,2018-06-29,MUNI Feedback,87,0
6583,2018-06-29,Noise Report,17,0
6584,2018-06-29,Parking Enforcement,146,0
6585,2018-06-29,Rec and Park Requests,41,0
6586,2018-06-29,Residential Building Request,3,0
6587,2018-06-29,SFHA Requests,3,0
6588,2018-06-29,Sewer Issues,23,0
6589,2018-06-29,Sidewalk or Curb,15,0
6590,2018-06-29,Sign Repair,14,0
6591,2018-06-29,Street Defects,12,0
6592,2018-06-29,Street and Sidewalk Cleaning,522,0
6593,2018-06-29,Streetlights,8,0
6594,2018-06-29,Temporary Sign Request,10,0
6595,2018-06-29,Tree Maintenance,25,0
6596,2018-06-30,311 External Request,4,0
6597,2018-06-30,Abandoned Vehicle,46,0
6598,2018-06-30,Blocked Street or SideWalk,9,0
6599,2018-06-30,Color Curb,1,0
6600,2018-06-30,Damaged Property,48,0
6601,2018-06-30,Encampments,229,0
6602,2018-06-30,General Request - 311CUSTOMERSERVICECENTER,1,0
6603,2018-06-30,General Request - ANIMAL CARE CONTROL,2,0
6604,2018-06-30,General Request - BUILDING INSPECTION,1,0
6605,2018-06-30,General Request - DPH,7,0
6606,2018-06-30,General Request - FIRE DEPARTMENT,1,0
6607,2018-06-30,General Request - MTA,9,0
6608,2018-06-30,General Request - PUBLIC WORKS,37,0
6609,2018-06-30,General Request - PUC,2,0
6610,2018-06-30,General Request - RENT BOARD,1,0
6611,2018-06-30,General Request - SFPD,1,0
6612,2018-06-30,Graffiti,89,0
6613,2018-06-30,Homeless Concerns,43,0
6614,2018-06-30,Illegal Postings,21,0
6615,2018-06-30,Litter Receptacles,39,0
6616,2018-06-30,MUNI Feedback,32,0
6617,2018-06-30,Noise Report,24,0
6618,2018-06-30,Parking Enforcement,117,0
6619,2018-06-30,Rec and Park Requests,21,0
6620,2018-06-30,Residential Building Request,1,0
6621,2018-06-30,SFHA Requests,3,0
6622,2018-06-30,Sewer Issues,14,0
6623,2018-06-30,Sidewalk or Curb,12,0
6624,2018-06-30,Sign Repair,9,0
6625,2018-06-30,Street Defects,11,0
6626,2018-06-30,Street and Sidewalk Cleaning,549,0
6627,2018-06-30,Streetlights,6,0
6628,2018-06-30,Temporary Sign Request,3,0
6629,2018-06-30,Tree Maintenance,24,0
6630,2018-07-01,311 External Request,2,0
6631,2018-07-01,Abandoned Vehicle,40,0
6632,2018-07-01,Blocked Street or SideWalk,3,0
6633,2018-07-01,Damaged Property,18,0
6634,2018-07-01,Encampments,199,0
6635,2018-07-01,General Request - 311CUSTOMERSERVICECENTER,4,0
6636,2018-07-01,General Request - ANIMAL CARE CONTROL,1,0
6637,2018-07-01,General Request - BUILDING INSPECTION,3,0
6638,2018-07-01,General Request - COUNTY CLERK,9,0
6639,2018-07-01,General Request - DISTRICT ATTORNEY,1,0
6640,2018-07-01,General Request - DPH,2,0
6641,2018-07-01,General Request - MOCD,1,0
6642,2018-07-01,General Request - MTA,9,0
6643,2018-07-01,General Request - PUBLIC WORKS,37,0
6644,2018-07-01,General Request - PUC,2,0
6645,2018-07-01,Graffiti,187,0
6646,2018-07-01,Homeless Concerns,58,0
6647,2018-07-01,Illegal Postings,10,0
6648,2018-07-01,Litter Receptacles,29,0
6649,2018-07-01,MUNI Feedback,36,0
6650,2018-07-01,Noise Report,14,0
6651,2018-07-01,Parking Enforcement,114,0
6652,2018-07-01,Rec and Park Requests,37,0
6653,2018-07-01,Residential Building Request,1,0
6654,2018-07-01,SFHA Requests,3,0
6655,2018-07-01,Sewer Issues,12,0
6656,2018-07-01,Sidewalk or Curb,16,0
6657,2018-07-01,Sign Repair,13,0
6658,2018-07-01,Street Defects,9,0
6659,2018-07-01,Street and Sidewalk Cleaning,542,0
6660,2018-07-01,Streetlights,8,0
6661,2018-07-01,Temporary Sign Request,3,0
6662,2018-07-01,Tree Maintenance,16,0
6663,2018-07-02,311 External Request,2,0
6664,2018-07-02,Abandoned Vehicle,107,0
6665,2018-07-02,Blocked Street or SideWalk,5,0
6666,2018-07-02,Catch Basin Maintenance,1,0
6667,2018-07-02,Color Curb,1,0
6668,2018-07-02,DPW Volunteer Programs,2,0
6669,2018-07-02,Damaged Property,33,0
6670,2018-07-02,Encampments,207,0
6671,2018-07-02,General Request - 311CUSTOMERSERVICECENTER,2,0
6672,2018-07-02,General Request - ANIMAL CARE CONTROL,2,0
6673,2018-07-02,General Request - ASSESSOR RECORDER,3,0
6674,2018-07-02,General Request - BOARD OF SUPERVISORS,1,0
6675,2018-07-02,General Request - BUILDING INSPECTION,7,0
6676,2018-07-02,General Request - COUNTY CLERK,10,0
6677,2018-07-02,General Request - DPH,12,0
6678,2018-07-02,General Request - MOH,1,0
6679,2018-07-02,General Request - MTA,30,0
6680,2018-07-02,General Request - PUBLIC WORKS,38,0
6681,2018-07-02,General Request - PUC,10,0
6682,2018-07-02,General Request - SHORT TERM RENTALS,1,0
6683,2018-07-02,General Request - TT COLLECTOR,4,0
6684,2018-07-02,Graffiti,221,0
6685,2018-07-02,Homeless Concerns,49,0
6686,2018-07-02,Illegal Postings,7,0
6687,2018-07-02,Litter Receptacles,38,0
6688,2018-07-02,MUNI Feedback,73,0
6689,2018-07-02,Noise Report,24,0
6690,2018-07-02,Parking Enforcement,102,0
6691,2018-07-02,Rec and Park Requests,28,0
6692,2018-07-02,Residential Building Request,10,0
6693,2018-07-02,SFHA Requests,1,0
6694,2018-07-02,Sewer Issues,20,0
6695,2018-07-02,Sidewalk or Curb,25,0
6696,2018-07-02,Sign Repair,8,0
6697,2018-07-02,Street Defects,20,0
6698,2018-07-02,Street and Sidewalk Cleaning,902,1
6699,2018-07-02,Streetlights,19,0
6700,2018-07-02,Temporary Sign Request,11,0
6701,2018-07-02,Tree Maintenance,48,0
6702,2018-07-03,311 External Request,2,0
6703,2018-07-03,Abandoned Vehicle,92,0
6704,2018-07-03,Blocked Street or SideWalk,5,0
6705,2018-07-03,Catch Basin Maintenance,1,0
6706,2018-07-03,Color Curb,3,0
6707,2018-07-03,DPW Volunteer Programs,1,0
6708,2018-07-03,Damaged Property,34,0
6709,2018-07-03,Encampments,212,0
6710,2018-07-03,General Request - 311CUSTOMERSERVICECENTER,3,0
6711,2018-07-03,General Request - ANIMAL CARE CONTROL,2,0
6712,2018-07-03,General Request - ASSESSOR RECORDER,2,0
6713,2018-07-03,General Request - BUILDING INSPECTION,5,0
6714,2018-07-03,General Request - COUNTY CLERK,7,0
6715,2018-07-03,General Request - DPH,7,0
6716,2018-07-03,General Request - MTA,33,0
6717,2018-07-03,General Request - PUBLIC WORKS,55,0
6718,2018-07-03,General Request - PUC,6,0
6719,2018-07-03,General Request - SFPD,1,0
6720,2018-07-03,Graffiti,112,0
6721,2018-07-03,Homeless Concerns,7,0
6722,2018-07-03,Illegal Postings,5,0
6723,2018-07-03,Litter Receptacles,18,0
6724,2018-07-03,MUNI Feedback,67,0
6725,2018-07-03,Noise Report,22,0
6726,2018-07-03,Parking Enforcement,136,0
6727,2018-07-03,Rec and Park Requests,19,0
6728,2018-07-03,Residential Building Request,10,0
6729,2018-07-03,SFHA Requests,5,0
6730,2018-07-03,Sewer Issues,26,0
6731,2018-07-03,Sidewalk or Curb,27,0
6732,2018-07-03,Sign Repair,18,0
6733,2018-07-03,Street Defects,24,0
6734,2018-07-03,Street and Sidewalk Cleaning,747,0
6735,2018-07-03,Streetlights,8,0
6736,2018-07-03,Temporary Sign Request,11,0
6737,2018-07-03,Tree Maintenance,34,0
6738,2018-07-04,311 External Request,2,0
6739,2018-07-04,Abandoned Vehicle,22,0
6740,2018-07-04,Blocked Street or SideWalk,3,0
6741,2018-07-04,Color Curb,2,0
6742,2018-07-04,Damaged Property,23,0
6743,2018-07-04,Encampments,93,0
6744,2018-07-04,General Request - 311CUSTOMERSERVICECENTER,3,0
6745,2018-07-04,General Request - ANIMAL CARE CONTROL,3,0
6746,2018-07-04,General Request - ART COMMISSION,1,0
6747,2018-07-04,General Request - ASSESSOR RECORDER,1,0
6748,2018-07-04,General Request - BUILDING INSPECTION,2,0
6749,2018-07-04,General Request - COUNTY CLERK,3,0
6750,2018-07-04,General Request - DPH,3,0
6751,2018-07-04,General Request - MTA,11,0
6752,2018-07-04,General Request - PUBLIC WORKS,24,0
6753,2018-07-04,General Request - PUC,1,0
6754,2018-07-04,General Request - SHORT TERM RENTALS,1,0
6755,2018-07-04,Graffiti,23,0
6756,2018-07-04,Litter Receptacles,14,0
6757,2018-07-04,MUNI Feedback,31,0
6758,2018-07-04,Noise Report,48,1
6759,2018-07-04,Parking Enforcement,79,0
6760,2018-07-04,Rec and Park Requests,17,0
6761,2018-07-04,Residential Building Request,1,0
6762,2018-07-04,SFHA Requests,1,0
6763,2018-07-04,Sewer Issues,10,0
6764,2018-07-04,Sidewalk or Curb,2,0
6765,2018-07-04,Sign Repair,2,0
6766,2018-07-04,Street Defects,10,0
6767,2018-07-04,Street and Sidewalk Cleaning,276,0
6768,2018-07-04,Streetlights,2,0
6769,2018-07-04,Tree Maintenance,20,0
6770,2018-07-05,311 External Request,3,0
6771,2018-07-05,Abandoned Vehicle,106,0
6772,2018-07-05,Blocked Street or SideWalk,13,0
6773,2018-07-05,Catch Basin Maintenance,2,0
6774,2018-07-05,Color Curb,6,0
6775,2018-07-05,Damaged Property,38,0
6776,2018-07-05,Encampments,287,0
6777,2018-07-05,General Request - 311CUSTOMERSERVICECENTER,5,0
6778,2018-07-05,General Request - AIRPORT SFO,1,0
6779,2018-07-05,General Request - ANIMAL CARE CONTROL,3,0
6780,2018-07-05,General Request - ART COMMISSION,1,0
6781,2018-07-05,General Request - ASSESSOR RECORDER,2,0
6782,2018-07-05,General Request - BUILDING INSPECTION,2,0
6783,2018-07-05,General Request - COUNTY CLERK,17,0
6784,2018-07-05,General Request - DPH,9,0
6785,2018-07-05,General Request - MONS,1,0
6786,2018-07-05,General Request - MTA,51,1
6787,2018-07-05,General Request - PLANNING,1,0
6788,2018-07-05,General Request - PORT AUTHORITY,2,0
6789,2018-07-05,General Request - PUBLIC WORKS,75,0
6790,2018-07-05,General Request - PUC,5,0
6791,2018-07-05,General Request - SHORT TERM RENTALS,1,0
6792,2018-07-05,General Request - TT COLLECTOR,1,0
6793,2018-07-05,Graffiti,152,0
6794,2018-07-05,Illegal Postings,8,0
6795,2018-07-05,Litter Receptacles,31,0
6796,2018-07-05,MUNI Feedback,58,0
6797,2018-07-05,Noise Report,32,0
6798,2018-07-05,Parking Enforcement,126,0
6799,2018-07-05,Rec and Park Requests,29,0
6800,2018-07-05,Residential Building Request,5,0
6801,2018-07-05,Sewer Issues,17,0
6802,2018-07-05,Sidewalk or Curb,17,0
6803,2018-07-05,Sign Repair,17,0
6804,2018-07-05,Street Defects,36,0
6805,2018-07-05,Street and Sidewalk Cleaning,791,0
6806,2018-07-05,Streetlights,16,0
6807,2018-07-05,Temporary Sign Request,9,0
6808,2018-07-05,Tree Maintenance,32,0
6809,2018-07-06,Abandoned Vehicle,107,0
6810,2018-07-06,Blocked Street or SideWalk,7,0
6811,2018-07-06,Catch Basin Maintenance,2,0
6812,2018-07-06,Color Curb,5,0
6813,2018-07-06,DPW Volunteer Programs,1,0
6814,2018-07-06,Damaged Property,31,0
6815,2018-07-06,Encampments,262,0
6816,2018-07-06,General Request - 311CUSTOMERSERVICECENTER,1,0
6817,2018-07-06,General Request - ANIMAL CARE CONTROL,4,0
6818,2018-07-06,General Request - ASSESSOR RECORDER,3,0
6819,2018-07-06,General Request - BUILDING INSPECTION,4,0
6820,2018-07-06,General Request - COUNTY CLERK,15,0
6821,2018-07-06,General Request - DPH,5,0
6822,2018-07-06,General Request - MTA,26,0
6823,2018-07-06,General Request - PLANNING,3,0
6824,2018-07-06,General Request - PUBLIC WORKS,64,0
6825,2018-07-06,General Request - PUC,3,0
6826,2018-07-06,General Request - RPD,1,0
6827,2018-07-06,General Request - SFPD,1,0
6828,2018-07-06,General Request - TT COLLECTOR,4,0
6829,2018-07-06,Graffiti,125,0
6830,2018-07-06,Homeless Concerns,7,0
6831,2018-07-06,Illegal Postings,15,0
6832,2018-07-06,Litter Receptacles,32,0
6833,2018-07-06,MUNI Feedback,76,0
6834,2018-07-06,Noise Report,27,0
6835,2018-07-06,Parking Enforcement,127,0
6836,2018-07-06,Rec and Park Requests,15,0
6837,2018-07-06,Residential Building Request,7,0
6838,2018-07-06,SFHA Requests,7,0
6839,2018-07-06,Sewer Issues,28,0
6840,2018-07-06,Sidewalk or Curb,31,0
6841,2018-07-06,Sign Repair,18,0
6842,2018-07-06,Street Defects,22,0
6843,2018-07-06,Street and Sidewalk Cleaning,684,0
6844,2018-07-06,Streetlights,6,0
6845,2018-07-06,Temporary Sign Request,6,0
6846,2018-07-06,Tree Maintenance,39,0
6847,2018-07-07,Abandoned Vehicle,47,0
6848,2018-07-07,Blocked Street or SideWalk,6,0
6849,2018-07-07,Catch Basin Maintenance,1,0
6850,2018-07-07,Color Curb,3,0
6851,2018-07-07,Damaged Property,20,0
6852,2018-07-07,Encampments,234,0
6853,2018-07-07,General Request - 311CUSTOMERSERVICECENTER,1,0
6854,2018-07-07,General Request - ANIMAL CARE CONTROL,3,0
6855,2018-07-07,General Request - ASSESSOR RECORDER,1,0
6856,2018-07-07,General Request - BUILDING INSPECTION,1,0
6857,2018-07-07,General Request - COUNTY CLERK,1,0
6858,2018-07-07,General Request - DPH,1,0
6859,2018-07-07,General Request - DTIS,1,0
6860,2018-07-07,General Request - ELECTIONS,1,0
6861,2018-07-07,General Request - HSH,1,0
6862,2018-07-07,General Request - MTA,13,0
6863,2018-07-07,General Request - PUBLIC WORKS,33,0
6864,2018-07-07,General Request - PUC,2,0
6865,2018-07-07,General Request - RPD,1,0
6866,2018-07-07,Graffiti,71,0
6867,2018-07-07,Homeless Concerns,1,0
6868,2018-07-07,Illegal Postings,1,0
6869,2018-07-07,Litter Receptacles,23,0
6870,2018-07-07,MUNI Feedback,29,0
6871,2018-07-07,Noise Report,18,0
6872,2018-07-07,Parking Enforcement,117,0
6873,2018-07-07,Rec and Park Requests,22,0
6874,2018-07-07,Residential Building Request,2,0
6875,2018-07-07,SFHA Requests,5,0
6876,2018-07-07,Sewer Issues,12,0
6877,2018-07-07,Sidewalk or Curb,10,0
6878,2018-07-07,Sign Repair,8,0
6879,2018-07-07,Street Defects,11,0
6880,2018-07-07,Street and Sidewalk Cleaning,541,0
6881,2018-07-07,Streetlights,7,0
6882,2018-07-07,Temporary Sign Request,2,0
6883,2018-07-07,Tree Maintenance,18,0
6884,2018-07-08,311 External Request,1,0
6885,2018-07-08,Abandoned Vehicle,68,0
6886,2018-07-08,Blocked Street or SideWalk,5,0
6887,2018-07-08,Color Curb,2,0
6888,2018-07-08,Damaged Property,10,0
6889,2018-07-08,Encampments,206,0
6890,2018-07-08,General Request - 311CUSTOMERSERVICECENTER,2,0
6891,2018-07-08,General Request - ANIMAL CARE CONTROL,1,0
6892,2018-07-08,General Request - ASSESSOR RECORDER,2,0
6893,2018-07-08,General Request - BUILDING INSPECTION,4,0
6894,2018-07-08,General Request - COUNTY CLERK,1,0
6895,2018-07-08,General Request - DPH,10,0
6896,2018-07-08,General Request - DTIS,1,0
6897,2018-07-08,General Request - ENVIRONMENT,1,0
6898,2018-07-08,General Request - MOH,1,0
6899,2018-07-08,General Request - MTA,11,0
6900,2018-07-08,General Request - PUBLIC WORKS,29,0
6901,2018-07-08,General Request - PUC,10,0
6902,2018-07-08,Graffiti,92,0
6903,2018-07-08,Homeless Concerns,2,0
6904,2018-07-08,Illegal Postings,5,0
6905,2018-07-08,Litter Receptacles,34,0
6906,2018-07-08,MUNI Feedback,27,0
6907,2018-07-08,Noise Report,27,0
6908,2018-07-08,Parking Enforcement,111,0
6909,2018-07-08,Rec and Park Requests,18,0
6910,2018-07-08,Residential Building Request,7,0
6911,2018-07-08,SFHA Requests,1,0
6912,2018-07-08,Sewer Issues,18,0
6913,2018-07-08,Sidewalk or Curb,9,0
6914,2018-07-08,Sign Repair,14,0
6915,2018-07-08,Street Defects,9,0
6916,2018-07-08,Street and Sidewalk Cleaning,462,0
6917,2018-07-08,Streetlights,10,0
6918,2018-07-08,Temporary Sign Request,1,0
6919,2018-07-08,Tree Maintenance,18,0
6920,2018-07-09,Abandoned Vehicle,110,0
6921,2018-07-09,Blocked Street or SideWalk,9,0
6922,2018-07-09,Catch Basin Maintenance,2,0
6923,2018-07-09,Color Curb,6,0
6924,2018-07-09,DPW Volunteer Programs,1,0
6925,2018-07-09,Damaged Property,26,0
6926,2018-07-09,Encampments,280,0
6927,2018-07-09,General Request - 311CUSTOMERSERVICECENTER,4,0
6928,2018-07-09,General Request - ANIMAL CARE CONTROL,2,0
6929,2018-07-09,General Request - ASSESSOR RECORDER,3,0
6930,2018-07-09,General Request - BUILDING INSPECTION,4,0
6931,2018-07-09,General Request - COUNTY CLERK,10,0
6932,2018-07-09,General Request - DPH,10,0
6933,2018-07-09,General Request - MEDICAL EXAMINER,1,0
6934,2018-07-09,General Request - MOCJ,1,0
6935,2018-07-09,General Request - MTA,31,0
6936,2018-07-09,General Request - PUBLIC WORKS,56,0
6937,2018-07-09,General Request - PUC,5,0
6938,2018-07-09,General Request - RPD,1,0
6939,2018-07-09,General Request - TT COLLECTOR,1,0
6940,2018-07-09,Graffiti,170,0
6941,2018-07-09,Illegal Postings,4,0
6942,2018-07-09,Litter Receptacles,24,0
6943,2018-07-09,MUNI Feedback,84,0
6944,2018-07-09,Noise Report,25,0
6945,2018-07-09,Parking Enforcement,126,0
6946,2018-07-09,Rec and Park Requests,21,0
6947,2018-07-09,Residential Building Request,10,0
6948,2018-07-09,SFHA Requests,3,0
6949,2018-07-09,Sewer Issues,24,0
6950,2018-07-09,Sidewalk or Curb,15,0
6951,2018-07-09,Sign Repair,10,0
6952,2018-07-09,Street Defects,31,0
6953,2018-07-09,Street and Sidewalk Cleaning,814,0
6954,2018-07-09,Streetlights,5,0
6955,2018-07-09,Temporary Sign Request,14,0
6956,2018-07-09,Tree Maintenance,43,0
6957,2018-07-10,Abandoned Vehicle,107,0
6958,2018-07-10,Blocked Street or SideWalk,10,0
6959,2018-07-10,Catch Basin Maintenance,1,0
6960,2018-07-10,Color Curb,7,0
6961,2018-07-10,DPW Volunteer Programs,4,0
6962,2018-07-10,Damaged Property,29,0
6963,2018-07-10,Encampments,297,0
6964,2018-07-10,General Request - 311CUSTOMERSERVICECENTER,6,0
6965,2018-07-10,General Request - ANIMAL CARE CONTROL,2,0
6966,2018-07-10,General Request - ASSESSOR RECORDER,2,0
6967,2018-07-10,General Request - BUILDING INSPECTION,5,0
6968,2018-07-10,General Request - COUNTY CLERK,16,0
6969,2018-07-10,General Request - DPH,10,0
6970,2018-07-10,General Request - FIRE DEPARTMENT,1,0
6971,2018-07-10,General Request - MTA,35,0
6972,2018-07-10,General Request - PUBLIC WORKS,60,0
6973,2018-07-10,General Request - PUC,9,0
6974,2018-07-10,General Request - TT COLLECTOR,2,0
6975,2018-07-10,Graffiti,108,0
6976,2018-07-10,Homeless Concerns,1,0
6977,2018-07-10,Illegal Postings,2,0
6978,2018-07-10,Litter Receptacles,24,0
6979,2018-07-10,MUNI Feedback,81,0
6980,2018-07-10,Noise Report,18,0
6981,2018-07-10,Parking Enforcement,171,0
6982,2018-07-10,Rec and Park Requests,26,0
6983,2018-07-10,Residential Building Request,5,0
6984,2018-07-10,SFHA Requests,1,0
6985,2018-07-10,Sewer Issues,32,0
6986,2018-07-10,Sidewalk or Curb,23,0
6987,2018-07-10,Sign Repair,11,0
6988,2018-07-10,Street Defects,20,0
6989,2018-07-10,Street and Sidewalk Cleaning,658,0
6990,2018-07-10,Streetlights,27,0
6991,2018-07-10,Temporary Sign Request,15,0
6992,2018-07-10,Tree Maintenance,43,0
6993,2018-07-11,Abandoned Vehicle,97,0
6994,2018-07-11,Blocked Street or SideWalk,8,0
6995,2018-07-11,Catch Basin Maintenance,1,0
6996,2018-07-11,Color Curb,7,0
6997,2018-07-11,Damaged Property,25,0
6998,2018-07-11,Encampments,250,0
6999,2018-07-11,General Request - 311CUSTOMERSERVICECENTER,4,0
7000,2018-07-11,General Request - ANIMAL CARE CONTROL,1,0
7001,2018-07-11,General Request - ASSESSOR RECORDER,3,0
7002,2018-07-11,General Request - BUILDING INSPECTION,5,0
7003,2018-07-11,General Request - COUNTY CLERK,9,0
7004,2018-07-11,General Request - DPH,1,0
7005,2018-07-11,General Request - HSH,1,0
7006,2018-07-11,General Request - MTA,37,0
7007,2018-07-11,General Request - PLANNING,1,0
7008,2018-07-11,General Request - PUBLIC WORKS,58,0
7009,2018-07-11,General Request - PUC,4,0
7010,2018-07-11,Graffiti,118,0
7011,2018-07-11,Homeless Concerns,4,0
7012,2018-07-11,Illegal Postings,4,0
7013,2018-07-11,Litter Receptacles,33,0
7014,2018-07-11,MUNI Feedback,93,0
7015,2018-07-11,Noise Report,25,0
7016,2018-07-11,Parking Enforcement,143,0
7017,2018-07-11,Rec and Park Requests,18,0
7018,2018-07-11,Residential Building Request,6,0
7019,2018-07-11,SFHA Requests,2,0
7020,2018-07-11,Sewer Issues,22,0
7021,2018-07-11,Sidewalk or Curb,19,0
7022,2018-07-11,Sign Repair,17,0
7023,2018-07-11,Street Defects,31,0
7024,2018-07-11,Street and Sidewalk Cleaning,617,0
7025,2018-07-11,Streetlights,13,0
7026,2018-07-11,Temporary Sign Request,16,0
7027,2018-07-11,Tree Maintenance,39,0
7028,2018-07-12,Abandoned Vehicle,96,0
7029,2018-07-12,Blocked Street or SideWalk,7,0
7030,2018-07-12,Color Curb,6,0
7031,2018-07-12,DPW Volunteer Programs,1,0
7032,2018-07-12,Damaged Property,32,0
7033,2018-07-12,Encampments,286,0
7034,2018-07-12,General Request - 311CUSTOMERSERVICECENTER,3,0
7035,2018-07-12,General Request - ANIMAL CARE CONTROL,1,0
7036,2018-07-12,General Request - ART COMMISSION,1,0
7037,2018-07-12,General Request - ASSESSOR RECORDER,3,0
7038,2018-07-12,General Request - BOARD OF SUPERVISORS,1,0
7039,2018-07-12,General Request - BUILDING INSPECTION,4,0
7040,2018-07-12,General Request - CITY ATTORNEY,1,0
7041,2018-07-12,General Request - COUNTY CLERK,11,0
7042,2018-07-12,General Request - DPH,10,0
7043,2018-07-12,General Request - HSH,1,0
7044,2018-07-12,General Request - HUMAN RESOURCES,1,0
7045,2018-07-12,General Request - MOCD,1,0
7046,2018-07-12,General Request - MTA,19,0
7047,2018-07-12,General Request - PUBLIC WORKS,60,0
7048,2018-07-12,General Request - PUC,8,0
7049,2018-07-12,General Request - TT COLLECTOR,2,0
7050,2018-07-12,Graffiti,95,0
7051,2018-07-12,Homeless Concerns,6,0
7052,2018-07-12,Illegal Postings,8,0
7053,2018-07-12,Litter Receptacles,34,0
7054,2018-07-12,MUNI Feedback,91,0
7055,2018-07-12,Noise Report,24,0
7056,2018-07-12,Parking Enforcement,125,0
7057,2018-07-12,Rec and Park Requests,24,0
7058,2018-07-12,Residential Building Request,8,0
7059,2018-07-12,SFHA Requests,1,0
